segment_id,user_id
1284,12
1285,12
1286,12
1287,12
1288,12
1289,12
1290,12
1291,12
1292,12
1293,12
1294,12
1295,12
1296,12
1297,12
1298,12
1299,12
1310,13
1311,13
1312,13
1313,13
1314,13
1315,13
1316,13
1317,13
1318,13
1319,13
1320,13
1321,13
1322,13
1323,13
1324,13
1325,13
1326,13
1327,13
1328,13
1329,13
1330,13
1331,13
1332,13
1333,13
1334,13
1335,13
1336,13
1337,13
1338,13
1339,13
1340,13
1341,13
1342,13
1343,13
1344,13
1345,13
1346,13
1347,13
1348,13
1349,13
1350,13
1351,13
1352,13
1353,13
1354,13
1355,13
1356,13
1357,13
1358,13
1359,13
1360,13
1361,13
1362,13
1363,13
1364,13
1365,13
1366,13
1367,13
1368,13
1369,13
1370,13
1371,13
1372,13
1373,13
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,1
1419,14
1420,14
1421,14
1422,14
1423,14
1424,14
1425,14
1426,14
1427,14
1428,14
1429,14
1430,14
1431,14
1432,14
1433,14
1434,14
1435,14
1436,14
1437,14
1438,14
1439,14
1482,14
1483,14
1484,14
1485,14
1486,14
1487,14
1488,14
1489,14
1490,14
1491,14
1492,14
1493,14
1494,14
1495,14
1496,14
1497,14
1498,14
1499,14
1510,15
1511,15
1512,15
1513,15
1551,15
1552,15
1553,15
1554,15
1555,15
1556,15
1557,15
1558,15
1559,15
1560,15
1561,15
1562,15
1563,15
1564,15
1565,15
1566,15
1567,15
1568,15
1569,15
1570,15
1571,15
1572,15
1573,15
1574,15
1575,15
1576,15
1577,15
1578,15
1579,15
1580,15
1581,15
1582,15
1583,15
1584,15
1585,15
1586,15
1587,15
1588,15
1589,15
1590,15
1591,15
1592,15
1593,15
1594,15
1595,15
1596,15
1597,15
1598,15
1599,15
2100,2
2101,2
2102,2
2103,2
2104,2
2105,2
2106,2
2107,2
2108,2
2190,2
2191,2
2192,2
2193,2
2194,2
2195,2
2196,2
2197,2
2198,2
2199,2
2200,2
2201,2
2202,2
2203,2
2204,2
2205,2
2206,2
2207,2
2208,2
2209,2
2210,2
2211,2
2212,2
2213,2
2214,2
2215,2
2216,2
2217,2
2218,2
2219,2
2220,2
2221,2
2222,2
2223,2
2224,2
2225,2
2226,2
2227,2
2228,2
2229,2
2230,2
2231,2
2232,2
2233,2
2234,2
2235,2
2236,2
2237,2
2238,2
2239,2
2240,2
2241,2
2242,2
2243,2
2244,2
2245,2
2246,2
2247,2
2395,2
2396,2
2397,2
2398,2
2399,2
2400,2
2401,2
2402,2
2403,2
2404,2
2405,2
2406,2
2407,2
2408,2
2409,2
2410,2
2411,2
2412,2
2413,2
2414,2
2415,2
2416,2
2417,2
2418,2
2419,2
2420,2
2421,2
2422,2
2423,2
2424,2
2425,2
2426,2
2427,2
2428,2
2466,2
2467,2
2468,2
2469,2
2470,2
2471,2
2472,2
2473,2
2474,2
2475,2
2476,2
2477,2
2478,2
2479,2
2480,2
2481,2
2482,2
2483,2
2484,2
2485,2
2486,2
2487,2
2488,2
2489,2
2490,2
2491,2
2492,2
2493,2
2494,2
2495,2
2496,2
2547,2
2548,2
2549,2
2550,2
2551,2
2552,2
2553,2
2554,2
2555,2
2556,2
2557,2
2558,2
2559,2
2560,2
2561,2
2562,2
2563,2
2564,2
2565,2
2566,2
2567,2
2568,2
2569,2
2570,2
2571,2
2572,2
2573,2
2574,2
2575,2
2576,2
2577,2
2578,2
3100,3
3101,3
3102,3
3103,3
3104,3
3105,3
3106,3
3107,3
3108,3
3109,3
3155,3
3156,3
3157,3
3158,3
3159,3
3160,3
3161,3
3162,3
3163,3
3164,3
3165,3
3166,3
3167,3
3168,3
3169,3
3170,3
3171,3
3172,3
3173,3
3174,3
3175,3
3176,3
3177,3
3178,3
3179,3
3180,3
3181,3
3182,3
3183,3
3184,3
3185,3
3240,3
3241,3
3242,3
3243,3
3244,3
3245,3
3246,3
3247,3
3248,3
3249,3
3250,3
3251,3
3252,3
3253,3
3254,3
3255,3
3256,3
3257,3
3258,3
3259,3
3260,3
3261,3
3262,3
3263,3
3264,3
3265,3
3266,3
3267,3
3268,3
3269,3
3270,3
3271,3
3272,3
3273,3
3274,3
3333,3
3334,3
3335,3
3336,3
3337,3
3338,3
3339,3
3340,3
3341,3
3342,3
3343,3
3344,3
3345,3
3346,3
3347,3
3348,3
3349,3
3350,3
3351,3
3352,3
3353,3
3354,3
3355,3
3356,3
3357,3
3358,3
3359,3
3360,3
3361,3
3362,3
3363,3
3364,3
3365,3
3366,3
3367,3
3368,3
3369,3
3370,3
3371,3
3372,3
3373,3
3374,3
3375,3
3376,3
3377,3
3378,3
3379,3
3380,3
3381,3
3382,3
3383,3
3384,3
3385,3
3386,3
3387,3
3388,3
3389,3
3390,3
3540,3
3541,3
3542,3
3543,3
3544,3
3545,3
3546,3
3547,3
3548,3
3549,3
3550,3
3551,3
3552,3
3553,3
3554,3
3555,3
3556,3
3557,3
3558,3
3559,3
3560,3
3561,3
3562,3
3563,3
3564,3
3565,3
3566,3
3567,3
3568,3
3569,3
3570,3
3571,3
3572,3
4100,4
4101,4
4102,4
4103,4
4104,4
4105,4
4106,4
4107,4
4108,4
4109,4
4110,4
4111,4
4112,4
4113,4
4159,4
4160,4
4161,4
4162,4
4163,4
4164,4
4165,4
4166,4
4167,4
4168,4
4169,4
4170,4
4171,4
4172,4
4173,4
4174,4
4175,4
4176,4
4177,4
4178,4
4179,4
4180,4
4181,4
4182,4
4183,4
4184,4
4185,4
4186,4
4187,4
4188,4
4189,4
4241,4
4242,4
4243,4
4244,4
4245,4
4246,4
4247,4
4248,4
4249,4
4250,4
4251,4
4252,4
4253,4
4254,4
4255,4
4256,4
4257,4
4258,4
4259,4
4260,4
4261,4
4262,4
4263,4
4264,4
4265,4
4266,4
4267,4
4268,4
4269,4
4270,4
4271,4
4272,4
4273,4
4274,4
4333,4
4334,4
4335,4
4336,4
4337,4
4338,4
4339,4
4340,4
4341,4
4342,4
4343,4
4344,4
4345,4
4346,4
4347,4
4348,4
4349,4
4350,4
4351,4
4352,4
4353,4
4354,4
4355,4
4356,4
4357,4
4358,4
4359,4
4360,4
4361,4
4362,4
4363,4
4364,4
4365,4
4366,4
4367,4
4368,4
4369,4
4370,4
4371,4
4372,4
4373,4
4374,4
4375,4
4376,4
4377,4
4378,4
4379,4
4380,4
4381,4
4382,4
4383,4
4384,4
4385,4
4386,4
4387,4
4388,4
4389,4
4390,4
4520,4
4521,4
4522,4
4523,4
4524,4
4525,4
4526,4
4527,4
4528,4
4529,4
4530,4
4531,4
4532,4
4533,4
4534,4
4535,4
4536,4
4537,4
4538,4
4539,4
4540,4
4541,4
4542,4
4543,4
4544,4
4545,4
4546,4
4547,4
4548,4
4549,4
4550,4
4551,4
4552,4
4553,4
5100,5
5101,5
5102,5
5103,5
5104,5
5105,5
5106,5
5107,5
5108,5
5109,5
5110,5
5111,5
5112,5
5180,5
5181,5
5182,5
5183,5
5184,5
5185,5
5186,5
5187,5
5188,5
5189,5
5190,5
5191,5
5192,5
5193,5
5194,5
5195,5
5196,5
5197,5
5198,5
5199,5
5200,5
5201,5
5202,5
5203,5
5204,5
5205,5
5206,5
5207,5
5208,5
5209,5
5210,5
5211,5
5212,5
5213,5
5214,5
5215,5
5216,5
5217,5
5218,5
5219,5
5220,5
5221,5
5222,5
5223,5
5224,5
5225,5
5226,5
5227,5
5228,5
5229,5
5230,5
5231,5
5232,5
5233,5
5234,5
5235,5
5236,5
5237,5
5238,5
5388,5
5389,5
5390,5
5391,5
5392,5
5393,5
5394,5
5395,5
5396,5
5397,5
5398,5
5399,5
5400,5
5401,5
5402,5
5403,5
5404,5
5405,5
5406,5
5407,5
5408,5
5409,5
5410,5
5411,5
5412,5
5413,5
5414,5
5415,5
5416,5
5417,5
5418,5
5419,5
5420,5
5421,5
5491,5
5492,5
5493,5
5494,5
5495,5
5496,5
5497,5
5498,5
5499,5
5500,5
5501,5
5502,5
5503,5
5504,5
5505,5
5506,5
5507,5
5508,5
5509,5
5510,5
5511,5
5512,5
5513,5
5514,5
5515,5
5516,5
5517,5
5518,5
5519,5
5520,5
5521,5
5522,5
5587,5
5588,5
5589,5
5590,5
5591,5
5592,5
5593,5
5594,5
5595,5
5596,5
5597,5
5598,5
5599,5
5600,5
5601,5
5602,5
5603,5
5604,5
5605,5
5606,5
5607,5
5608,5
5609,5
5610,5
5611,5
5612,5
5613,5
5614,5
5615,5
5616,5
5617,5
5618,5
5619,5
6100,6
6101,6
6102,6
6103,6
6104,6
6105,6
6106,6
6107,6
6108,6
6109,6
6110,6
6111,6
6112,6
6145,6
6146,6
6147,6
6148,6
6149,6
6150,6
6151,6
6152,6
6153,6
6154,6
6155,6
6156,6
6157,6
6158,6
6159,6
6160,6
6161,6
6162,6
6163,6
6164,6
6165,6
6166,6
6167,6
6168,6
6169,6
6170,6
6171,6
6172,6
6173,6
6174,6
6175,6
6176,6
6211,6
6212,6
6213,6
6214,6
6215,6
6216,6
6217,6
6218,6
6219,6
6220,6
6221,6
6222,6
6223,6
6224,6
6225,6
6226,6
6227,6
6228,6
6229,6
6230,6
6231,6
6232,6
6233,6
6234,6
6235,6
6236,6
6237,6
6238,6
6239,6
6240,6
6241,6
6242,6
6243,6
6244,6
6300,6
6301,6
6302,6
6303,6
6304,6
6305,6
6306,6
6307,6
6308,6
6309,6
6310,6
6311,6
6312,6
6313,6
6314,6
6315,6
6316,6
6317,6
6318,6
6319,6
6320,6
6321,6
6322,6
6323,6
6324,6
6325,6
6326,6
6327,6
6328,6
6329,6
6330,6
6331,6
6332,6
6333,6
6334,6
6335,6
6336,6
6337,6
6338,6
6339,6
6340,6
6341,6
6342,6
6343,6
6344,6
6345,6
6346,6
6347,6
6348,6
6349,6
6350,6
6351,6
6352,6
6353,6
6354,6
6355,6
6356,6
6357,6
6456,6
6457,6
6458,6
6459,6
6460,6
6461,6
6462,6
6463,6
6464,6
6465,6
6466,6
6467,6
6468,6
6469,6
6470,6
6471,6
6472,6
6473,6
6474,6
6475,6
6476,6
6477,6
6478,6
6479,6
6480,6
6481,6
6482,6
6483,6
6484,6
6485,6
6486,6
6487,6
6488,6
7100,7
7101,7
7102,7
7103,7
7104,7
7105,7
7106,7
7107,7
7108,7
7109,7
7110,7
7151,7
7152,7
7153,7
7154,7
7155,7
7156,7
7157,7
7158,7
7159,7
7160,7
7161,7
7162,7
7163,7
7164,7
7165,7
7166,7
7167,7
7168,7
7169,7
7170,7
7171,7
7172,7
7173,7
7174,7
7175,7
7176,7
7177,7
7178,7
7179,7
7180,7
7181,7
7216,7
7217,7
7218,7
7219,7
7220,7
7221,7
7222,7
7223,7
7224,7
7225,7
7226,7
7227,7
7228,7
7229,7
7230,7
7231,7
7232,7
7233,7
7234,7
7235,7
7236,7
7237,7
7238,7
7239,7
7240,7
7241,7
7242,7
7243,7
7244,7
7245,7
7246,7
7247,7
7248,7
7249,7
7314,7
7315,7
7316,7
7317,7
7318,7
7319,7
7320,7
7321,7
7322,7
7323,7
7324,7
7325,7
7326,7
7327,7
7328,7
7329,7
7330,7
7331,7
7332,7
7333,7
7334,7
7335,7
7336,7
7337,7
7338,7
7339,7
7340,7
7341,7
7342,7
7343,7
7344,7
7345,7
7346,7
7347,7
7348,7
7349,7
7350,7
7351,7
7352,7
7353,7
7354,7
7355,7
7356,7
7357,7
7358,7
7359,7
7360,7
7361,7
7362,7
7363,7
7364,7
7365,7
7366,7
7367,7
7368,7
7369,7
7370,7
7371,7
7372,7
7373,7
7374,7
7474,7
7475,7
7476,7
7477,7
7478,7
7479,7
7480,7
7481,7
7482,7
7483,7
7484,7
7485,7
7486,7
7487,7
7488,7
7489,7
7490,7
7491,7
7492,7
7493,7
7494,7
7495,7
7496,7
7497,7
7498,7
7499,7
7500,7
7501,7
7502,7
7503,7
7504,7
7505,7
7506,7
7507,7
8100,8
8101,8
8102,8
8103,8
8104,8
8105,8
8106,8
8107,8
8108,8
8109,8
8110,8
8111,8
8112,8
8180,8
8181,8
8182,8
8183,8
8184,8
8185,8
8186,8
8187,8
8188,8
8189,8
8190,8
8191,8
8192,8
8193,8
8194,8
8195,8
8196,8
8197,8
8198,8
8199,8
8200,8
8201,8
8202,8
8203,8
8204,8
8205,8
8206,8
8207,8
8208,8
8209,8
8210,8
8211,8
8212,8
8213,8
8214,8
8215,8
8216,8
8217,8
8218,8
8219,8
8220,8
8221,8
8222,8
8223,8
8224,8
8225,8
8226,8
8227,8
8228,8
8229,8
8230,8
8231,8
8232,8
8233,8
8234,8
8235,8
8236,8
8237,8
8238,8
8344,8
8345,8
8346,8
8347,8
8348,8
8349,8
8350,8
8351,8
8352,8
8353,8
8354,8
8355,8
8356,8
8357,8
8358,8
8359,8
8360,8
8361,8
8362,8
8363,8
8364,8
8365,8
8366,8
8367,8
8368,8
8369,8
8370,8
8371,8
8372,8
8373,8
8374,8
8375,8
8376,8
8377,8
8399,8
8400,8
8401,8
8402,8
8403,8
8404,8
8405,8
8406,8
8407,8
8408,8
8409,8
8410,8
8411,8
8412,8
8413,8
8414,8
8415,8
8416,8
8417,8
8418,8
8419,8
8420,8
8421,8
8422,8
8423,8
8424,8
8425,8
8426,8
8427,8
8428,8
8429,8
8462,8
8463,8
8464,8
8465,8
8466,8
8467,8
8468,8
8469,8
8470,8
8471,8
8472,8
8473,8
8474,8
8475,8
8476,8
8477,8
8478,8
8479,8
8480,8
8481,8
8482,8
8483,8
8484,8
8485,8
8486,8
8487,8
8488,8
8489,8
8490,8
8491,8
8492,8
8493,8
8494,8
8495,8
9100,9
9101,9
9102,9
9103,9
9104,9
9105,9
9106,9
9107,9
9108,9
9109,9
9110,9
9111,9
9112,9
9151,9
9152,9
9153,9
9154,9
9155,9
9156,9
9157,9
9158,9
9159,9
9160,9
9161,9
9162,9
9163,9
9164,9
9165,9
9166,9
9167,9
9168,9
9169,9
9170,9
9171,9
9172,9
9173,9
9174,9
9175,9
9176,9
9177,9
9178,9
9179,9
9180,9
9181,9
9216,9
9217,9
9218,9
9219,9
9220,9
9221,9
9222,9
9223,9
9224,9
9225,9
9226,9
9227,9
9228,9
9229,9
9230,9
9231,9
9232,9
9233,9
9234,9
9235,9
9236,9
9237,9
9238,9
9239,9
9240,9
9241,9
9242,9
9243,9
9244,9
9245,9
9246,9
9247,9
9248,9
9249,9
9310,9
9311,9
9312,9
9313,9
9314,9
9315,9
9316,9
9317,9
9318,9
9319,9
9320,9
9321,9
9322,9
9323,9
9324,9
9325,9
9326,9
9327,9
9328,9
9329,9
9330,9
9331,9
9332,9
9333,9
9334,9
9335,9
9336,9
9337,9
9338,9
9339,9
9340,9
9341,9
9342,9
9343,9
9344,9
9345,9
9346,9
9347,9
9348,9
9349,9
9350,9
9351,9
9352,9
9353,9
9354,9
9355,9
9356,9
9357,9
9358,9
9359,9
9360,9
9361,9
9362,9
9363,9
9364,9
9365,9
9366,9
9367,9
9368,9
9369,9
9370,9
9371,9
9372,9
9373,9
9374,9
9375,9
9376,9
9483,9
9484,9
9485,9
9486,9
9487,9
9488,9
9489,9
9490,9
9491,9
9492,9
9493,9
9494,9
9495,9
9496,9
9497,9
9498,9
9499,9
9500,9
9501,9
9502,9
9503,9
9504,9
9505,9
9506,9
9507,9
9508,9
9509,9
9510,9
9511,9
9512,9
9513,9
9514,9
9515,9
9516,9
10100,10
10101,10
10102,10
10103,10
10104,10
10105,10
10106,10
10107,10
10108,10
10109,10
10110,10
10111,10
10112,10
10183,10
10184,10
10185,10
10186,10
10187,10
10188,10
10189,10
10190,10
10191,10
10192,10
10193,10
10194,10
10195,10
10196,10
10197,10
10198,10
10199,10
10200,10
10201,10
10202,10
10203,10
10204,10
10205,10
10206,10
10207,10
10208,10
10209,10
10210,10
10211,10
10212,10
10213,10
10214,10
10215,10
10216,10
10217,10
10218,10
10219,10
10220,10
10221,10
10222,10
10223,10
10224,10
10225,10
10226,10
10227,10
10228,10
10229,10
10230,10
10231,10
10232,10
10233,10
10234,10
10235,10
10236,10
10237,10
10238,10
10239,10
10240,10
10241,10
10242,10
10243,10
10244,10
10349,10
10350,10
10351,10
10352,10
10353,10
10354,10
10355,10
10356,10
10357,10
10358,10
10359,10
10360,10
10361,10
10362,10
10363,10
10364,10
10365,10
10366,10
10367,10
10368,10
10369,10
10370,10
10371,10
10372,10
10373,10
10374,10
10375,10
10376,10
10377,10
10378,10
10379,10
10380,10
10381,10
10382,10
10403,10
10404,10
10405,10
10406,10
10407,10
10408,10
10409,10
10410,10
10411,10
10412,10
10413,10
10414,10
10415,10
10416,10
10417,10
10418,10
10419,10
10420,10
10421,10
10422,10
10423,10
10424,10
10425,10
10426,10
10427,10
10428,10
10429,10
10430,10
10431,10
10432,10
10433,10
10461,10
10462,10
10463,10
10464,10
10465,10
10466,10
10467,10
10468,10
10469,10
10470,10
10471,10
10472,10
10473,10
10474,10
10475,10
10476,10
10477,10
10478,10
10479,10
10480,10
10481,10
10482,10
10483,10
10484,10
10485,10
10486,10
10487,10
10488,10
10489,10
10490,10
10491,10
10492,10
10493,10
10494,10
11100,11
11101,11
11102,11
11103,11
11104,11
11105,11
11106,11
11107,11
11108,11
11109,11
11110,11
11111,11
11112,11
11158,11
11159,11
11160,11
11161,11
11162,11
11163,11
11164,11
11165,11
11166,11
11167,11
11168,11
11169,11
11170,11
11171,11
11172,11
11173,11
11174,11
11175,11
11176,11
11177,11
11178,11
11179,11
11180,11
11181,11
11182,11
11183,11
11184,11
11185,11
11186,11
11187,11
11188,11
11189,11
11226,11
11227,11
11228,11
11229,11
11230,11
11231,11
11232,11
11233,11
11234,11
11235,11
11236,11
11237,11
11238,11
11239,11
11240,11
11241,11
11242,11
11243,11
11244,11
11245,11
11246,11
11247,11
11248,11
11249,11
11250,11
11251,11
11252,11
11253,11
11254,11
11255,11
11256,11
11257,11
11258,11
11259,11
11318,11
11319,11
11320,11
11321,11
11322,11
11323,11
11324,11
11325,11
11326,11
11327,11
11328,11
11329,11
11330,11
11331,11
11332,11
11333,11
11334,11
11335,11
11336,11
11337,11
11338,11
11339,11
11340,11
11341,11
11342,11
11343,11
11344,11
11345,11
11346,11
11347,11
11348,11
11349,11
11350,11
11351,11
11352,11
11353,11
11354,11
11355,11
11356,11
11357,11
11358,11
11359,11
11360,11
11361,11
11362,11
11363,11
11364,11
11365,11
11366,11
11367,11
11368,11
11369,11
11370,11
11371,11
11372,11
11373,11
11374,11
11375,11
11376,11
11377,11
11486,11
11487,11
11488,11
11489,11
11490,11
11491,11
11492,11
11493,11
11494,11
11495,11
11496,11
11497,11
11498,11
11499,11
11500,11
11501,11
11502,11
11503,11
11504,11
11505,11
11506,11
11507,11
11508,11
11509,11
11510,11
11511,11
11512,11
11513,11
11514,11
11515,11
11516,11
11517,11
11518,11
11519,11
12100,12
12101,12
12102,12
12103,12
12104,12
